label;image;mask;distraction;distraction_size;distraction_position;quality;width;invert_mask
1;VIPP/forgery/Forgery_Mcadams.jpg;VIPP/masks/Forgery_Mcadams.png;A.png;6.911479888887261;(56.11024068874181, 94.56291352894637);85;1536;False
1;VIPP/forgery/Forgery_JPGAllin_10.jpg;VIPP/masks/Forgery_JPGAllin_10.png;DMK.png;8.872661341187218;(60.86397767848178, 5.285136624770848);87;1536;False
1;VIPP/forgery/Forgery_mercedes.jpg;VIPP/masks/Forgery_mercedes.png;A.png;4.511191492401954;(64.2219121326031, 94.99853985301327);89;1536;False
1;VIPP/forgery/Forgery_keira.jpg;VIPP/masks/Forgery_keira.png;A.png;5.229979863531113;(10.199200765948568, 13.49427732324603);92;1536;False
1;VIPP/forgery/Forgery_Siena_DSC_0013_70.jpg;VIPP/masks/Forgery_Siena_DSC_0013_70.png;sunrise.png;7.076142581831128;(20.99358252047131, 89.1221474767143);85;1536;False
1;VIPP/forgery/Forgery_JPGAllin_3.jpg;VIPP/masks/Forgery_JPGAllin_3.png;A.png;7.700876474917829;(72.13299936617138, 54.591799359453795);92;1536;False
1;VIPP/forgery/Forgery_DPP8_TIFF0393_75.jpg;VIPP/masks/Forgery_DPP8_TIFF0393_75.png;toekan.png;5.546813701240599;(92.35437026424528, 84.09161883531377);86;1536;False
1;VIPP/forgery/Forgery_JPGCin_image-9.jpg;VIPP/masks/Forgery_JPGCin_image-9.png;hexagon.png;7.0918825821156535;(82.91821691269708, 5.63555945965949);88;1536;False
1;VIPP/forgery/Forgery_final-2.jpg;VIPP/masks/Forgery_final-2.png;snake.png;8.118180206897343;(94.17715777797171, 57.49150682814933);86;1536;False
1;VIPP/forgery/Forgery_JPGCin_image-7.jpg;VIPP/masks/Forgery_JPGCin_image-7.png;snake.png;9.09118876732795;(94.79433171340031, 97.82103207645953);93;1536;False
1;VIPP/forgery/Forgery_final-12.jpg;VIPP/masks/Forgery_final-12.png;hexagon.png;7.763557204385426;(38.35781379973054, 62.066009763751126);95;1536;False
1;VIPP/forgery/Forgery_JPGAllin_5.jpg;VIPP/masks/Forgery_JPGAllin_5.png;hexagon.png;9.288644894336905;(7.5505873158433605, 24.072378941288175);95;1536;False
1;VIPP/forgery/Forgery_final-5.jpg;VIPP/masks/Forgery_final-5.png;hexagon.png;4.101768354837908;(33.78792703762412, 7.708155143234663);93;1536;False
1;VIPP/forgery/Forgery_Aguilera.jpg;VIPP/masks/Forgery_Aguilera.png;company.png;11.64611874514215;(74.87949400144323, 43.55643316358335);95;1536;False
1;VIPP/forgery/Forgery_JPGDisall_10.jpg;VIPP/masks/Forgery_JPGDisall_10.png;DMK.png;4.600326803709331;(14.411854285116622, 9.317946124711652);90;1536;False
1;VIPP/forgery/Forgery_final-10.jpg;VIPP/masks/Forgery_final-10.png;snake.png;6.240103285081517;(71.77290027972, 39.5247060706021);94;1536;False
1;VIPP/forgery/Forgery_final-9.jpg;VIPP/masks/Forgery_final-9.png;SH.png;4.702607800276977;(8.799060456637598, 78.72253262664023);85;1536;False
1;VIPP/forgery/Forgery_JPGDisall_1.jpg;VIPP/masks/Forgery_JPGDisall_1.png;snake.png;7.203116863587675;(19.9332339287866, 7.125453155177663);94;1536;False
1;VIPP/forgery/Forgery_pranzo.jpg;VIPP/masks/Forgery_pranzo.png;toekan.png;6.168042719678661;(77.44018784087615, 78.42214690164833);93;1536;False
1;VIPP/forgery/Forgery_JPGDisall_3.jpg;VIPP/masks/Forgery_JPGDisall_3.png;toekan.png;6.401612154696527;(35.71086385487317, 4.231608947856547);94;1536;False
1;VIPP/forgery/Forgery_JPGDisall_6.jpg;VIPP/masks/Forgery_JPGDisall_6.png;hexagon.png;11.54024399816425;(13.53933689354071, 18.349416976570264);95;1536;False
1;VIPP/forgery/Forgery_final-4.jpg;VIPP/masks/Forgery_final-4.png;hexagon.png;8.240275976871189;(47.575831933602664, 49.7423585698203);94;1536;False
1;VIPP/forgery/Forgery_DSC_7745_edited.jpg;VIPP/masks/Forgery_DSC_7745_edited.png;hexagon.png;6.206679948209625;(1.4610244217603374, 88.60766889061779);91;1536;False
1;VIPP/forgery/Forgery_final-6.jpg;VIPP/masks/Forgery_final-6.png;toekan.png;6.729265393690073;(25.611749026259123, 17.20135835533585);86;1536;False
1;VIPP/forgery/Forgery_DPP8_TIFF0396_final.jpg;VIPP/masks/Forgery_DPP8_TIFF0396_final.png;SH.png;6.197512009005229;(85.23755412864097, 22.21530703266017);86;1536;False
1;VIPP/forgery/Forgery_final.jpg;VIPP/masks/Forgery_final.png;DMK.png;4.966766576681719;(16.89875228738401, 89.40402678455803);92;1536;False
1;VIPP/forgery/Forgery_JPGAllin_6.jpg;VIPP/masks/Forgery_JPGAllin_6.png;h.png;9.503914393877714;(88.95513912209697, 95.37739832394662);93;1536;False
1;VIPP/forgery/Forgery_JPGCin_image-10.jpg;VIPP/masks/Forgery_JPGCin_image-10.png;SH.png;8.17226167480402;(79.552221092335, 96.19025399959219);89;1536;False
1;VIPP/forgery/Forgery_final-11.jpg;VIPP/masks/Forgery_final-11.png;snake.png;11.65489180785271;(18.307833149661292, 37.108994383848106);93;1536;False
1;VIPP/forgery/Forgery_JPGAllin_1.jpg;VIPP/masks/Forgery_JPGAllin_1.png;hexagon.png;6.488366628821653;(4.235245826325407, 10.234046909858552);93;1536;False
1;VIPP/forgery/Forgery_final-7.jpg;VIPP/masks/Forgery_final-7.png;snake.png;4.924924783250946;(18.938609335774515, 27.015441451409018);88;1536;False
1;VIPP/forgery/Forgery_final-15.jpg;VIPP/masks/Forgery_final-15.png;h.png;7.350349512857406;(38.39089727581552, 64.8316457518196);93;1536;False
1;VIPP/forgery/Forgery_JPGAllin_8.jpg;VIPP/masks/Forgery_JPGAllin_8.png;A.png;5.785018558259506;(75.76402737083868, 0.6316804058669745);86;1536;False
1;VIPP/forgery/Forgery_JPGCin_image-5.jpg;VIPP/masks/Forgery_JPGCin_image-5.png;SH.png;6.953453595089644;(44.203098441792235, 97.42525212402826);87;1536;False
1;VIPP/forgery/Forgery_coppia.jpg;VIPP/masks/Forgery_coppia.png;h.png;6.14670717830183;(73.41689597184113, 27.47991797111069);91;1536;False
1;VIPP/forgery/Forgery_final-16.jpg;VIPP/masks/Forgery_final-16.png;DMK.png;7.357724941068915;(43.6363828937389, 70.52562748351671);93;1536;False
